city,city_ascii,state_name,lat,lng
Aneta,Aneta,North Dakota,47.6795,-97.9897
Salesville,Salesville,Ohio,39.9742,-81.3365
Odin,Odin,Minnesota,43.8673,-94.7428
Woodburn,Woodburn,Iowa,41.0108,-93.5963
Neosho Falls,Neosho Falls,Kansas,38.0058,-95.5556
Baxter,Baxter,West Virginia,39.541,-80.1439
Graceton,Graceton,Pennsylvania,40.5072,-79.1688
Shiloh,Shiloh,Tennessee,35.1104,-88.3638
Olds,Olds,Iowa,41.1343,-91.5441
Cayuga,Cayuga,Oklahoma,36.6252,-94.6542
Mellott,Mellott,Indiana,40.1641,-87.1488
Stonega,Stonega,Virginia,36.9522,-82.7899
Nilwood,Nilwood,Illinois,39.3995,-89.8077
Ayrshire,Ayrshire,Iowa,43.0396,-94.8338
Tupman,Tupman,California,35.2987,-119.3577
Zoar,Zoar,Wisconsin,45.0178,-88.8945
Garrattsville,Garrattsville,New York,42.6524,-75.1691
Stockett,Stockett,Montana,47.3542,-111.1697
La Russell,La Russell,Missouri,37.1402,-94.061
Honor,Honor,Michigan,44.6666,-86.0201
Henderson,Henderson,Maryland,39.075,-75.766
Conway,Conway,Michigan,45.4188,-84.8634
Davey,Davey,Nebraska,40.9838,-96.6692
Arcadia,Arcadia,Michigan,44.4927,-86.2362
Caney City,Caney City,Texas,32.2096,-96.0381
Bartlett,Bartlett,Nebraska,41.8839,-98.5527
O'Kean,O'Kean,Arkansas,36.1715,-90.8183
Norge,Norge,Oklahoma,34.9888,-97.9941
Regent,Regent,North Dakota,46.4222,-102.5581
Golden Acres,Golden Acres,New Mexico,35.2112,-107.9182
East Verde Estates,East Verde Estates,Arizona,34.2983,-111.3645
Big Falls,Big Falls,Wisconsin,44.6175,-89.0166
Max,Max,Nebraska,40.1143,-101.4045
Meadowview Estates,Meadowview Estates,Kentucky,38.2227,-85.6353
Wallace,Wallace,Indiana,39.9871,-87.1471
Hillsboro,Hillsboro,Maryland,38.917,-75.9416
Tolna,Tolna,North Dakota,47.8257,-98.4382
Livingston,Livingston,South Carolina,33.5531,-81.1196
Greenbush,Greenbush,Virginia,37.7398,-75.6797
LaPlace,LaPlace,Illinois,39.7976,-88.7146
Almont,Almont,North Dakota,46.7283,-101.5026
Fort Dodge,Fort Dodge,Kansas,37.7304,-99.937
Princeton,Princeton,Idaho,46.9152,-116.8315
Pottersville,Pottersville,New York,43.7363,-73.8211
Lewis,Lewis,Colorado,37.5017,-108.66
Dickens,Dickens,Iowa,43.1338,-95.0222
Mount Hope,Mount Hope,Ohio,40.6241,-81.7766
Vona,Vona,Colorado,39.3021,-102.7434
Leshara,Leshara,Nebraska,41.3298,-96.4292
Cokedale,Cokedale,Colorado,37.1444,-104.6216
Fontanet,Fontanet,Indiana,39.5718,-87.2425
Wadsworth,Wadsworth,New York,42.8214,-77.8939
Grandin,Grandin,North Dakota,47.2367,-97.0032
Mitchellville,Mitchellville,Tennessee,36.6344,-86.54
Stockton,Stockton,Iowa,41.5908,-90.8565
Wellersburg,Wellersburg,Pennsylvania,39.7306,-78.8478
Le Flore,Le Flore,Oklahoma,34.8981,-94.9772
Eastabuchie,Eastabuchie,Mississippi,31.4335,-89.2847
Knox City,Knox City,Missouri,40.1441,-92.0102
Mainville,Mainville,Pennsylvania,40.9797,-76.3706
Ludlow,Ludlow,Missouri,39.6541,-93.7025
Cloverdale,Cloverdale,Ohio,41.0193,-84.3035
Alba,Alba,Pennsylvania,41.7059,-76.8277
Republican City,Republican City,Nebraska,40.0987,-99.2223
Tow,Tow,Texas,30.8889,-98.4631
Fenwood,Fenwood,Wisconsin,44.8658,-90.0146
Tuscumbia,Tuscumbia,Missouri,38.2369,-92.4601
Skelp,Skelp,Pennsylvania,40.6184,-78.2618
Cooksville,Cooksville,Illinois,40.5428,-88.7146
Nathrop,Nathrop,Colorado,38.7486,-106.0764
Salt Rock,Salt Rock,West Virginia,38.3243,-82.2172
Grafton,Grafton,Nebraska,40.6298,-97.7146
Ora,Ora,Indiana,41.1739,-86.5531
Silverstreet,Silverstreet,South Carolina,34.2177,-81.7146
Steuben,Steuben,Wisconsin,43.1833,-90.8569
Benedict,Benedict,Maryland,38.5116,-76.6797
Wakulla,Wakulla,North Carolina,34.797,-79.2559
Scotsdale,Scotsdale,Missouri,38.3917,-90.5907
Thompsonville,Thompsonville,Texas,27.2601,-98.7847
Nord,Nord,California,39.7739,-121.9549
Emerald,Emerald,Wisconsin,45.0833,-92.2579
Northwood,Northwood,Pennsylvania,40.6864,-78.2272
New Baltimore,New Baltimore,Pennsylvania,39.9835,-78.7723
Java,Java,South Dakota,45.5038,-99.8839
Milton,Milton,North Carolina,36.5372,-79.2081
Letcher,Letcher,South Dakota,43.8995,-98.1442
Conchas Dam,Conchas Dam,New Mexico,35.3623,-104.2042
Mount Olivet,Mount Olivet,Kentucky,38.5318,-84.0357
Woodlawn Park,Woodlawn Park,Oklahoma,35.5096,-97.6499
Matlock,Matlock,Iowa,43.2443,-95.9344
Godwin,Godwin,North Carolina,35.2134,-78.677
Kings Valley,Kings Valley,Oregon,44.6985,-123.4269
Summerfield,Summerfield,Kansas,39.9968,-96.3493
Poston,Poston,Arizona,33.9921,-114.4045
Rhododendron,Rhododendron,Oregon,45.3149,-121.8887
Edgewater Park,Edgewater Park,Oklahoma,34.8247,-98.3752
Cearfoss,Cearfoss,Maryland,39.699,-77.7765
Whitehorse,Whitehorse,South Dakota,45.2746,-100.9012
Middlebury,Middlebury,Indiana,39.2649,-87.1193
Muncie,Muncie,Illinois,40.1161,-87.8431
Custer,Custer,Montana,46.1292,-107.5554
Decatur City,Decatur City,Iowa,40.7427,-93.8327
Santa Claus,Santa Claus,Georgia,32.1712,-82.3297
Bena,Bena,Minnesota,47.3404,-94.206
Kenefic,Kenefic,Oklahoma,34.15,-96.3644
Harveyville,Harveyville,Kansas,38.7896,-95.9624
St. Lucas,St. Lucas,Iowa,43.0665,-91.9341
Leota,Leota,Minnesota,43.8298,-96.0218
Carpio,Carpio,North Dakota,48.4434,-101.7163
Elkton,Elkton,Oregon,43.6378,-123.5687
Amsterdam,Amsterdam,Missouri,38.3493,-94.589
Moskowite Corner,Moskowite Corner,California,38.4464,-122.1944
Circleville,Circleville,Kansas,39.5095,-95.8555
Theodosia,Theodosia,Missouri,36.5807,-92.6638
Marengo,Marengo,Wisconsin,46.4219,-90.8081
Ocotillo,Ocotillo,California,32.7431,-116.002
Porter,Porter,Washington,46.9489,-123.2736
Peever,Peever,South Dakota,45.5422,-96.956
Taylor,Taylor,Nebraska,41.7696,-99.3814
Elsie,Elsie,Nebraska,40.8472,-101.3893
Billtown,Billtown,Indiana,39.51,-87.1861
Sunol,Sunol,Nebraska,41.1539,-102.763
Fernwood,Fernwood,Idaho,47.1151,-116.3864
Chula,Chula,Missouri,39.9219,-93.4776
Casas Adobes,Casas Adobes,New Mexico,32.8095,-107.9391
Alfarata,Alfarata,Pennsylvania,40.6618,-77.456
Crayne,Crayne,Kentucky,37.2762,-88.0839
Prairie View,Prairie View,Kansas,39.832,-99.5732
Nara Visa,Nara Visa,New Mexico,35.6068,-103.1043
Huron,Huron,Indiana,38.7223,-86.6706
Canova,Canova,South Dakota,43.8813,-97.504
Hanging Rock,Hanging Rock,Ohio,38.5599,-82.7274
Candlewood Lake Club,Candlewood Lake Club,Connecticut,41.4939,-73.4373
Denison,Denison,Kansas,39.3938,-95.6285
Staves,Staves,Arkansas,34.031,-92.278
Milton,Milton,Kansas,37.4432,-97.7694
Lamar Heights,Lamar Heights,Missouri,37.4937,-94.2955
Whitesboro,Whitesboro,Oklahoma,34.6963,-94.8789
Boynton,Boynton,Oklahoma,35.6495,-95.6535
Wedron,Wedron,Illinois,41.4387,-88.7745
Salem,Salem,South Carolina,34.8879,-82.9752
Weldon Spring Heights,Weldon Spring Heights,Missouri,38.7041,-90.6855
Latty,Latty,Ohio,41.0879,-84.5832
Lonepine,Lonepine,Montana,47.6945,-114.6407
Morrowville,Morrowville,Kansas,39.8452,-97.1724
Webster,Webster,Iowa,41.4385,-92.1717
West Point,West Point,Arkansas,35.2034,-91.61
East Waterford,East Waterford,Pennsylvania,40.3711,-77.6048
Naples,Naples,Illinois,39.7534,-90.6069
Bee,Bee,Oklahoma,34.125,-96.5687
Dickerson City,Dickerson City,Florida,30.4827,-87.0651
Sussex,Sussex,Virginia,36.9173,-77.2719
Clio,Clio,California,39.7487,-120.5726
Fredericksburg,Fredericksburg,Pennsylvania,40.3103,-78.2862
Garfield,Garfield,Kansas,38.077,-99.2445
Forada,Forada,Minnesota,45.7887,-95.3574
Island Park,Island Park,Idaho,44.5281,-111.3591
Loving,Loving,Texas,33.2628,-98.5156
Stones Landing,Stones Landing,California,40.6974,-120.731
Yogaville,Yogaville,Virginia,37.6688,-78.6917
Fort Yates,Fort Yates,North Dakota,46.0865,-100.6301
Magnolia,Magnolia,Iowa,41.6921,-95.874
Hennepin,Hennepin,Oklahoma,34.5143,-97.349
Lilly,Lilly,Georgia,32.1465,-83.8775
Westphalia,Westphalia,Iowa,41.7192,-95.3937
North Washington,North Washington,Iowa,43.1171,-92.4151
Layton,Layton,Florida,24.8247,-80.8128
Miller City,Miller City,Ohio,41.1036,-84.1301
Caulksville,Caulksville,Arkansas,35.3017,-93.868
Canalou,Canalou,Missouri,36.754,-89.6866
Farmington,Farmington,Washington,47.0887,-117.0464
Baylis,Baylis,Illinois,39.7294,-90.9094
Swanton,Swanton,Nebraska,40.3795,-97.0799
Atwood,Atwood,Colorado,40.5505,-103.2746
West Havre,West Havre,Montana,48.5471,-109.731
Big Creek,Big Creek,Mississippi,33.8464,-89.4159
Stark City,Stark City,Missouri,36.8629,-94.1863
Hillsboro,Hillsboro,Iowa,40.8372,-91.7113
Sammy Martinez,Sammy Martinez,Texas,26.4329,-98.7512
Kossuth,Kossuth,Mississippi,34.8726,-88.6428
Daisy,Daisy,Arkansas,34.2349,-93.7405
North Johns,North Johns,Alabama,33.3677,-87.1008
Vaiva Vo,Vaiva Vo,Arizona,32.7167,-111.9269
La Grange,La Grange,California,37.6636,-120.4635
Crum,Crum,West Virginia,37.9095,-82.447
Lewistown,Lewistown,Ohio,40.4238,-83.8846
Cold Bay,Cold Bay,Alaska,55.2122,-162.7475
Holcomb,Holcomb,Mississippi,33.7642,-89.9732
Craig,Craig,Nebraska,41.7852,-96.3624
Macdoel,Macdoel,California,41.8263,-122.0059
Sail Harbor,Sail Harbor,Connecticut,41.5265,-73.4653
Kenton Vale,Kenton Vale,Kentucky,39.0514,-84.5199
Kinney,Kinney,Minnesota,47.5167,-92.7227
Wheatcroft,Wheatcroft,Kentucky,37.4893,-87.8613
Superior,Superior,Iowa,43.4336,-94.9467
Welty,Welty,Oklahoma,35.6257,-96.4195
Monson,Monson,California,36.4924,-119.336
Lazy Lake,Lazy Lake,Florida,26.1563,-80.1452
La Joya,La Joya,New Mexico,34.345,-106.8466
Burkittsville,Burkittsville,Maryland,39.3923,-77.6275
Sweetwater,Sweetwater,Oklahoma,35.4222,-99.9116
Bodcaw,Bodcaw,Arkansas,33.5607,-93.4013
East Fultonham,East Fultonham,Ohio,39.8477,-82.1225
Everglades,Everglades,Florida,25.858,-81.3862
Oak Hill-Piney,Oak Hill-Piney,Oklahoma,36.3787,-94.7265
Eugene,Eugene,Missouri,38.3547,-92.4031
New Boston,New Boston,Pennsylvania,40.7985,-76.1503
Jefferson,Jefferson,New York,42.4813,-74.6062
Wildwood,Wildwood,Indiana,41.5932,-85.1897
Saugany Lake,Saugany Lake,Indiana,41.7213,-86.593
Mendota,Mendota,Minnesota,44.8876,-93.1609
Old Shawneetown,Old Shawneetown,Illinois,37.6971,-88.1387
Strasburg,Strasburg,Missouri,38.7598,-94.1649
Hunter,Hunter,Arkansas,35.0546,-91.1227
Rexford,Rexford,Montana,48.8998,-115.1714
Monmouth,Monmouth,Iowa,42.0751,-90.8822
Mentor,Mentor,Minnesota,47.6966,-96.144
Linn Grove,Linn Grove,Iowa,42.8928,-95.2424
Ratcliff,Ratcliff,Arkansas,35.3066,-93.8887
Port Graham,Port Graham,Alaska,59.34,-151.8464
Pickwick,Pickwick,Minnesota,43.9815,-91.4946
Donnellson,Donnellson,Illinois,39.0306,-89.4757
Luray,Luray,Tennessee,35.6017,-88.5703
Du Pont,Du Pont,Georgia,30.9891,-82.8691
Palmersville,Palmersville,Tennessee,36.4084,-88.5842
Clements,Clements,Minnesota,44.3801,-95.0548
Glendora,Glendora,Mississippi,33.8275,-90.2926
Smithfield,Smithfield,West Virginia,39.501,-80.5549
Deaver,Deaver,Wyoming,44.889,-108.5961
Makemie Park,Makemie Park,Virginia,37.9106,-75.5845
Aragon,Aragon,New Mexico,33.8899,-108.5201
Richfield,Richfield,California,39.9738,-122.1732
Bennington,Bennington,Idaho,42.3827,-111.3228
Kingston,Kingston,Nevada,39.2101,-117.0679
Ruthville,Ruthville,North Dakota,48.3708,-101.3003
Jugtown,Jugtown,Maryland,39.6143,-77.5943
Danvers,Danvers,Minnesota,45.2814,-95.7559
Hopewell,Hopewell,Pennsylvania,40.1345,-78.2666
Noonan,Noonan,North Dakota,48.8899,-103.0101
Lazear,Lazear,Colorado,38.7788,-107.7805
Airport Heights,Airport Heights,Texas,26.4087,-98.8367
Navarino,Navarino,Wisconsin,44.6109,-88.4934
Coesse,Coesse,Indiana,41.1278,-85.3953
Ellison Bay,Ellison Bay,Wisconsin,45.2551,-87.0729
Falun,Falun,Kansas,38.6745,-97.7511
Graball,Graball,Tennessee,36.4838,-86.4396
Gilmanton,Gilmanton,Wisconsin,44.4738,-91.6785
Bridgewater,Bridgewater,Connecticut,41.5347,-73.3646
Bradgate,Bradgate,Iowa,42.803,-94.4201
Delaware,Delaware,Iowa,42.4718,-91.3391
Alpine,Alpine,Arizona,33.8461,-109.1433
Climax Springs,Climax Springs,Missouri,38.1004,-93.0528
Bay View,Bay View,Michigan,45.386,-84.929
Lester,Lester,Alabama,34.9871,-87.1513
Seven Oaks,Seven Oaks,Texas,30.8518,-94.8578
Silver Creek,Silver Creek,Minnesota,45.3127,-93.9827
East Salem,East Salem,Pennsylvania,40.6087,-77.237
Indianola,Indianola,Oklahoma,35.1637,-95.7761
Truesdale,Truesdale,Iowa,42.7293,-95.1835
Wolverton,Wolverton,Minnesota,46.563,-96.7363
Bingham,Bingham,Illinois,39.1122,-89.2137
Clifton,Clifton,Ohio,39.7972,-83.8257
Vowinckel,Vowinckel,Pennsylvania,41.4108,-79.2286
Weingarten,Weingarten,Missouri,37.8894,-90.2172
Argyle,Argyle,Missouri,38.2953,-92.0255
Continental Divide,Continental Divide,New Mexico,35.4329,-108.3358
Elmira,Elmira,California,38.3523,-121.9077
Cassoday,Cassoday,Kansas,38.0386,-96.6386
Sedgwick,Sedgwick,Arkansas,35.9742,-90.8621
Du Bois,Du Bois,Nebraska,40.0346,-96.0466
Potlicker Flats,Potlicker Flats,Pennsylvania,40.7269,-77.6077
Enterprise,Enterprise,Oklahoma,35.2248,-95.3768
Bushnell,Bushnell,Nebraska,41.2328,-103.8912
Idanha,Idanha,Oregon,44.7029,-122.0843
Hiouchi,Hiouchi,California,41.7936,-124.0662
Foster,Foster,Indiana,40.1416,-87.4687
Rock Creek Park,Rock Creek Park,Colorado,38.7011,-104.8347
Paradise Valley,Paradise Valley,Nevada,41.4937,-117.547
Lindrith,Lindrith,New Mexico,36.3173,-107.0459
Judith Gap,Judith Gap,Montana,46.6791,-109.7533
Geneva,Geneva,Georgia,32.579,-84.5516
Rowan,Rowan,Iowa,42.7399,-93.5503
Denton,Denton,Kansas,39.732,-95.2696
Morriston,Morriston,Florida,29.2811,-82.44
Azalia,Azalia,Indiana,39.0917,-85.8472
Vredenburgh,Vredenburgh,Alabama,31.8237,-87.3178
Renick,Renick,Missouri,39.3469,-92.4152
Cassville,Cassville,Pennsylvania,40.2928,-78.0272
Seibert,Seibert,Colorado,39.298,-102.8695
Cusseta,Cusseta,Alabama,32.7876,-85.3057
El Castillo,El Castillo,Texas,26.3348,-98.6391
Spring Garden,Spring Garden,Alabama,33.973,-85.5558
Ensign,Ensign,Kansas,37.6531,-100.2329
Helenwood,Helenwood,Tennessee,36.4227,-84.5429
Fronton Ranchettes,Fronton Ranchettes,Texas,26.4253,-99.0268
Sycamore,Sycamore,Kentucky,38.2468,-85.5612
Rimrock Colony,Rimrock Colony,Montana,48.8954,-112.0952
Tonto Village,Tonto Village,Arizona,34.3198,-111.1394
Newberry,Newberry,Indiana,38.9238,-87.0193
Yellow Bluff,Yellow Bluff,Alabama,31.9623,-87.4773
Tse Bonito,Tse Bonito,New Mexico,35.6466,-109.007
Castalia,Castalia,Iowa,43.1126,-91.677
Sidney,Sidney,Arkansas,36.0044,-91.6583
Alvordton,Alvordton,Ohio,41.6646,-84.4347
Proctorville,Proctorville,North Carolina,34.4752,-79.0371
New Grand Chain,New Grand Chain,Illinois,37.2552,-89.0165
Powellville,Powellville,Maryland,38.3299,-75.3749
State Line City,State Line City,Indiana,40.1974,-87.527
Divide,Divide,Colorado,38.9449,-105.1619
Lexington,Lexington,Oregon,45.4462,-119.6879
East Oolitic,East Oolitic,Indiana,38.8989,-86.5119
Stella,Stella,Nebraska,40.2323,-95.7736
Glasgow,Glasgow,Illinois,39.5487,-90.48
Booneville,Booneville,Kentucky,37.4702,-83.6828
Benson,Benson,Pennsylvania,40.2028,-78.9293
Lake Lindsey,Lake Lindsey,Florida,28.6322,-82.3617
Hickory Valley,Hickory Valley,Tennessee,35.155,-89.126
Dumont,Dumont,Minnesota,45.7174,-96.4231
Harding,Harding,Minnesota,46.1191,-94.0368
Bradley,Bradley,Oklahoma,34.878,-97.7088
Elberon,Elberon,Iowa,42.0055,-92.3161
Crossnore,Crossnore,North Carolina,36.0222,-81.9308
Cantrall,Cantrall,Illinois,39.9353,-89.6788
Floydale,Floydale,South Carolina,34.321,-79.3371
Waves,Waves,North Carolina,35.5695,-75.4666
Niotaze,Niotaze,Kansas,37.0678,-96.0147
Los Ebanos,Los Ebanos,Texas,26.4114,-98.9185
Morland,Morland,Kansas,39.3489,-100.0743
Detroit,Detroit,Kansas,38.936,-97.1269
Port Royal,Port Royal,Virginia,38.1657,-77.1989
Hillsdale,Hillsdale,Indiana,39.7859,-87.3903
Graham,Graham,Missouri,40.2013,-95.0404
Alsea,Alsea,Oregon,44.3815,-123.5958
Millston,Millston,Wisconsin,44.1885,-90.6446
Fultonham,Fultonham,Ohio,39.8557,-82.1408
Box,Box,Oklahoma,35.5784,-94.9718
Williamson,Williamson,Iowa,41.0882,-93.2569
Pleasant Mills,Pleasant Mills,Indiana,40.7778,-84.8422
Port Penn,Port Penn,Delaware,39.5169,-75.5811
Louise,Louise,Mississippi,32.9816,-90.5904
Barnett,Barnett,Missouri,38.3775,-92.6746
Boxholm,Boxholm,Iowa,42.1736,-94.1061
Richards,Richards,Missouri,37.9105,-94.557
Hays,Hays,Texas,30.1214,-97.8725
Nachusa,Nachusa,Illinois,41.8339,-89.3858
Hollis,Hollis,Alaska,55.5113,-132.7023
Roe,Roe,Arkansas,34.6311,-91.3861
Sharon,Sharon,Oklahoma,36.2755,-99.3381
Belknap,Belknap,Illinois,37.3224,-88.9405
Murphy,Murphy,Oklahoma,36.1341,-95.2414
Canjilon,Canjilon,New Mexico,36.484,-106.4334
Midland,Midland,South Dakota,44.0711,-101.1554
Hettick,Hettick,Illinois,39.3557,-90.0372
Miguel Barrera,Miguel Barrera,Texas,26.412,-98.9216
Monterey Park Tract,Monterey Park Tract,California,37.5268,-121.0115
Brownville,Brownville,Nebraska,40.3977,-95.6611
Kiskimere,Kiskimere,Pennsylvania,40.6177,-79.5841
Geddes,Geddes,South Dakota,43.254,-98.6974
Ore Hill,Ore Hill,Pennsylvania,40.2924,-78.4032
Bald Head Island,Bald Head Island,North Carolina,33.866,-77.9862
Old Fort,Old Fort,Ohio,41.2419,-83.1514
Kennan,Kennan,Wisconsin,45.5301,-90.5868
Pump Back,Pump Back,Oklahoma,36.2707,-95.1178
Keswick,Keswick,California,40.6135,-122.4606
Corunna,Corunna,Indiana,41.4359,-85.144
Rew,Rew,Pennsylvania,41.8992,-78.5388
Valle Crucis,Valle Crucis,North Carolina,36.2076,-81.7861
Seconsett Island,Seconsett Island,Massachusetts,41.5662,-70.5123
Manchester,Manchester,Oklahoma,36.9945,-98.0351
Navarre,Navarre,Kansas,38.7989,-97.1069
Marquez,Marquez,Texas,31.2361,-96.2574
Blue Ridge,Blue Ridge,Indiana,39.5192,-85.6355
Chapin,Chapin,Iowa,42.8353,-93.222
Bern,Bern,Kansas,39.9612,-95.9713
Fountaintown,Fountaintown,Indiana,39.6948,-85.783
Miller,Miller,Nebraska,40.9276,-99.3901
Ithaca,Ithaca,Nebraska,41.1594,-96.5394
Baileyville,Baileyville,Illinois,42.1984,-89.5946
Conner,Conner,Montana,45.929,-114.1326
Fulton,Fulton,Michigan,47.2992,-88.3607
Midland,Midland,Indiana,39.122,-87.1917
Hammond,Hammond,Minnesota,44.2226,-92.3743
Leeper,Leeper,Pennsylvania,41.3704,-79.3056
Greenbush,Greenbush,Wisconsin,43.7778,-88.0907
Darrow,Darrow,Louisiana,30.1212,-90.9843
Pony,Pony,Montana,45.6628,-111.8826
Elizabeth,Elizabeth,Minnesota,46.3798,-96.1309
Jameson,Jameson,Missouri,40.006,-93.9878
Fishersburg,Fishersburg,Indiana,40.072,-85.8594
Gilliam,Gilliam,Louisiana,32.8282,-93.8418
Riverton,Riverton,Minnesota,46.4584,-94.0488
Boaz,Boaz,Wisconsin,43.3299,-90.5277
Mina,Mina,Nevada,38.3898,-118.1115
Panorama Park,Panorama Park,Iowa,41.5557,-90.4538
Brook Park,Brook Park,Minnesota,45.9484,-93.0728
Raritan,Raritan,Illinois,40.6958,-90.8251
Pine Island,Pine Island,Florida,28.5727,-82.6546
Madisonburg,Madisonburg,Pennsylvania,40.9268,-77.5185
Cecil,Cecil,Ohio,41.219,-84.6017
Nelson,Nelson,Illinois,41.7963,-89.6032
Buffalo,Buffalo,North Dakota,46.9193,-97.5507
Waukeenah,Waukeenah,Florida,30.402,-83.96
Pritchett,Pritchett,Colorado,37.3701,-102.8588
Faunsdale,Faunsdale,Alabama,32.4576,-87.5938
Fingal,Fingal,North Dakota,46.7625,-97.7932
Tenakee Springs,Tenakee Springs,Alaska,57.7913,-135.1954
Ridott,Ridott,Illinois,42.2967,-89.4771
Ratamosa,Ratamosa,Texas,26.2006,-97.8445
Dola,Dola,Ohio,40.7848,-83.6989
Glenville,Glenville,North Carolina,35.1718,-83.1273
Tanacross,Tanacross,Alaska,63.3523,-143.4318
Kickapoo Site 5,Kickapoo Site 5,Kansas,39.6735,-95.6842
Hublersburg,Hublersburg,Pennsylvania,40.9608,-77.6093
Southern Ute,Southern Ute,Colorado,37.0749,-107.5933
Naponee,Naponee,Nebraska,40.0747,-99.1386
Mount Erie,Mount Erie,Illinois,38.5146,-88.2325
St. Martin,St. Martin,Ohio,39.2117,-83.8844
Meadowlands,Meadowlands,Minnesota,47.0731,-92.7312
Rockbridge,Rockbridge,Illinois,39.2693,-90.2065
Christie,Christie,Oklahoma,35.9709,-94.6542
Nelchina,Nelchina,Alaska,61.9989,-146.8111
Amoret,Amoret,Missouri,38.2549,-94.5873
Humnoke,Humnoke,Arkansas,34.5422,-91.7596
Fernan Lake Village,Fernan Lake Village,Idaho,47.6726,-116.7472
Center Junction,Center Junction,Iowa,42.1142,-91.0904
Fairfax,Fairfax,South Dakota,43.0281,-98.889
Hickory,Hickory,Oklahoma,34.5569,-96.8584
Deepstep,Deepstep,Georgia,33.0176,-82.9678
Hazel,Hazel,South Dakota,44.7582,-97.381
Metaline,Metaline,Washington,48.8533,-117.3893
Kaibab,Kaibab,Arizona,36.8815,-112.7237
Mountville,Mountville,South Carolina,34.3664,-81.9758
Johnson Prairie,Johnson Prairie,Oklahoma,36.0791,-94.9759
Halfway,Halfway,Missouri,37.6189,-93.2387
Rondo,Rondo,Arkansas,34.6575,-90.8208
Long Island,Long Island,Kansas,39.9462,-99.534
Walthall,Walthall,Mississippi,33.6069,-89.2787
Rulo,Rulo,Nebraska,40.0518,-95.4301
Martinsburg,Martinsburg,Indiana,38.444,-86.0261
Vicksburg,Vicksburg,Indiana,39.0906,-87.1981
Westfield,Westfield,Iowa,42.7562,-96.6054
Somers,Somers,Iowa,42.3788,-94.431
Stendal,Stendal,Indiana,38.2667,-87.1444
Eagle Harbor,Eagle Harbor,Michigan,47.4542,-88.1569
Hansford,Hansford,West Virginia,38.2067,-81.396
Autryville,Autryville,North Carolina,34.9965,-78.6412
Gu-Win,Gu-Win,Alabama,33.9443,-87.8705
Litchfield,Litchfield,California,40.3877,-120.3807
Kahlotus,Kahlotus,Washington,46.6433,-118.5559
Hungerford,Hungerford,Texas,29.404,-96.0837
Lebanon,Lebanon,Wisconsin,43.2587,-88.6292
Ulen,Ulen,Indiana,40.0661,-86.465
Yeehaw Junction,Yeehaw Junction,Florida,27.6993,-80.8871
East Pleasant View,East Pleasant View,Colorado,39.7278,-105.1572
Godfrey,Godfrey,Georgia,33.4513,-83.503
Indian Village,Indian Village,Indiana,41.7142,-86.2322
Freedom Acres,Freedom Acres,Arizona,34.3199,-111.3051
Kobuk,Kobuk,Alaska,66.931,-156.8939
Hankins,Hankins,New York,41.8214,-75.0804
Whitten,Whitten,Iowa,42.2626,-93.0092
Seven Hills,Seven Hills,Colorado,40.0361,-105.3323
North Lawrence,North Lawrence,Ohio,40.8417,-81.6347
Beaver Valley,Beaver Valley,Arizona,34.3409,-111.2987
Venedy,Venedy,Illinois,38.3966,-89.6456
Sunset,Sunset,Arkansas,35.224,-90.2056
Sellers,Sellers,South Carolina,34.2826,-79.4724
Van,Van,West Virginia,37.9712,-81.7138
West York,West York,Illinois,39.1689,-87.673
Luzerne,Luzerne,Iowa,41.9054,-92.1804
Pulcifer,Pulcifer,Wisconsin,44.8476,-88.3592
Huey,Huey,Illinois,38.6054,-89.2898
Hope,Hope,Alaska,60.8924,-149.6352
Harrisville,Harrisville,Wisconsin,43.8808,-89.4078
Pierson,Pierson,Michigan,43.3196,-85.4975
Foreston,Foreston,South Carolina,33.6367,-80.0607
Baldwin,Baldwin,Iowa,42.0731,-90.8386
Muscotah,Muscotah,Kansas,39.5535,-95.5204
Bloomington,Bloomington,Maryland,39.4794,-79.0768
Todd Mission,Todd Mission,Texas,30.2613,-95.8298
Bonanza Mountain Estates,Bonanza Mountain Estates,Colorado,39.9768,-105.4798
Turtle Lake,Turtle Lake,Montana,47.6696,-114.0818
Munden,Munden,Kansas,39.9126,-97.5385
Canton,Canton,Indiana,38.6239,-86.0347
Middleberg,Middleberg,Oklahoma,35.1067,-97.7341
Lund,Lund,Nevada,38.8642,-115.0099
Liberty,Liberty,Kansas,37.1564,-95.5977
Rainsburg,Rainsburg,Pennsylvania,39.8956,-78.5174
New Lebanon,New Lebanon,Indiana,39.0409,-87.4711
Mendota,Mendota,Virginia,36.7102,-82.3048
Braman,Braman,Oklahoma,36.9236,-97.3358
Leadore,Leadore,Idaho,44.6802,-113.3592
Spivey,Spivey,Kansas,37.4484,-98.1658
Capron,Capron,Virginia,36.7093,-77.2013
Forestville,Forestville,Michigan,43.6599,-82.6126
Grayson,Grayson,Oklahoma,35.5054,-95.8716
Cornish,Cornish,Oklahoma,34.1636,-97.5964
Seba Dalkai,Seba Dalkai,Arizona,35.4816,-110.4562
Huron,Huron,Tennessee,35.5935,-88.5361
High Forest,High Forest,Minnesota,43.8462,-92.548
Nordic,Nordic,Wyoming,43.0793,-110.9913
Index,Index,Washington,47.8212,-121.5561
Leonore,Leonore,Illinois,41.189,-88.9825
Wortham,Wortham,Missouri,37.8401,-90.6076
